"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"28/04/2020","30,184.2","30,184.2","30,243.7","29,886.5","1.55M","0.00%"
"27/04/2020","30,184.2","30,660.5","30,660.5","30,065.1","2.25M","-0.59%"
"24/04/2020","30,362.8","30,303.3","30,481.9","29,827.0","2.24M","0.00%"
"23/04/2020","30,362.8","31,017.7","31,077.2","30,362.8","2.16M","-0.20%"
"22/04/2020","30,422.4","29,053.0","30,481.9","28,993.5","3.88M","3.65%"
"21/04/2020","29,350.7","30,065.1","30,303.3","29,112.6","5.93M","-3.90%"
"20/04/2020","30,541.4","30,898.6","30,958.2","30,184.2","3.55M","0.20%"
"17/04/2020","30,481.9","30,481.9","30,541.4","29,886.5","4.18M","1.79%"
"16/04/2020","29,946.1","29,588.9","30,243.7","29,350.7","2.39M","0.40%"
"15/04/2020","29,827.0","30,065.1","30,243.7","29,678.2","3.50M","1.21%"
"14/04/2020","29,469.8","28,338.6","29,469.8","27,981.4","6.46M","6.45%"
"13/04/2020","27,683.7","27,624.2","27,981.4","27,445.6","1.99M","0.22%"
"10/04/2020","27,624.2","27,743.3","27,981.4","27,326.5","2.99M","-0.96%"
"09/04/2020","27,892.1","27,981.4","28,338.6","27,683.7","3.40M","0.00%"
"08/04/2020","27,892.1","27,445.6","28,011.2","27,237.2","2.50M","-0.95%"
"07/04/2020","28,160.0","28,279.1","28,398.2","27,683.7","3.91M","-0.42%"
"06/04/2020","28,279.1","27,386.1","28,279.1","27,088.4","4.32M","6.50%"
"03/04/2020","26,552.6","25,600.0","26,582.3","25,421.4","3.29M","5.44%"
"01/04/2020","25,183.3","24,290.3","25,719.1","24,290.3","2.31M","2.92%"
"31/03/2020","24,468.9","24,707.0","25,242.8","23,873.5","2.64M","1.73%"
"30/03/2020","24,052.1","24,111.6","24,468.9","23,873.5","3.42M","-6.26%"
"27/03/2020","25,659.6","26,433.5","26,433.5","25,540.5","4.18M","-2.49%"
"26/03/2020","26,314.4","27,088.4","27,296.8","26,314.4","3.74M","-3.91%"
"25/03/2020","27,386.1","27,386.1","27,624.2","26,880.0","3.38M","3.37%"
"24/03/2020","26,493.0","26,790.7","26,790.7","25,897.7","3.48M","0.23%"
"23/03/2020","26,433.5","27,445.6","27,921.9","26,433.5","4.49M","-6.92%"
"20/03/2020","28,398.2","28,695.8","28,725.6","28,189.8","2.05M","0.00%"
"19/03/2020","28,398.2","28,338.6","28,636.3","28,338.6","2.06M","-1.45%"
"18/03/2020","28,814.9","29,172.1","29,231.7","28,785.1","2.61M","-0.21%"
"17/03/2020","28,874.4","27,981.4","28,874.4","27,683.7","3.93M","1.89%"
"16/03/2020","28,338.6","28,666.1","29,588.9","28,279.1","3.01M","-1.14%"
"13/03/2020","28,666.1","26,969.3","29,767.5","26,909.8","4.63M","0.10%"
"12/03/2020","28,636.3","28,934.0","29,350.7","28,160.0","6.32M","-5.31%"
"11/03/2020","30,243.7","30,958.2","31,255.8","29,469.8","4.37M","-1.74%"
"10/03/2020","30,779.6","30,362.8","30,958.2","29,946.1","3.22M","2.78%"
"09/03/2020","29,946.1","30,481.9","30,958.2","29,946.1","7.51M","-6.85%"
"06/03/2020","32,148.9","32,267.9","32,327.5","31,851.2","2.07M","-1.10%"
"05/03/2020","32,506.1","33,041.9","33,280.0","32,506.1","2.06M","-1.62%"
"04/03/2020","33,041.9","33,041.9","33,041.9","32,684.7","2.64M","-0.72%"
"03/03/2020","33,280.0","33,458.6","33,934.9","33,161.0","1.89M","0.36%"
"02/03/2020","33,161.0","32,803.7","33,458.6","32,625.1","2.84M","1.09%"
"28/02/2020","32,803.7","32,744.2","33,161.0","32,506.1","3.38M","-1.61%"
"27/02/2020","33,339.6","32,744.2","33,637.2","32,506.1","4.65M","1.82%"
"26/02/2020","32,744.2","31,791.7","32,863.3","31,553.5","5.11M","1.85%"
"25/02/2020","32,148.9","31,017.7","32,148.9","30,958.2","2.23M","2.86%"
"24/02/2020","31,255.8","31,613.1","32,089.3","31,255.8","3.59M","-4.02%"
"21/02/2020","32,565.6","33,280.0","33,280.0","32,565.6","2.31M","-1.97%"
"20/02/2020","33,220.5","33,399.1","33,577.7","33,041.9","1.24M","0.18%"
"19/02/2020","33,161.0","33,280.0","33,458.6","33,041.9","1.08M","-0.54%"
"18/02/2020","33,339.6","32,387.0","33,339.6","32,327.5","2.79M","3.32%"
"17/02/2020","32,267.9","32,506.1","32,506.1","32,148.9","1.15M","-0.55%"
"14/02/2020","32,446.5","32,208.4","32,446.5","32,148.9","1.40M","0.37%"
"13/02/2020","32,327.5","32,208.4","32,446.5","31,970.3","1.64M","0.37%"
"12/02/2020","32,208.4","32,029.8","32,565.6","31,970.3","1.75M","0.93%"
"11/02/2020","31,910.7","31,494.0","31,970.3","31,374.9","1.72M","1.90%"
"10/02/2020","31,315.4","31,196.3","31,553.5","31,017.7","1.17M","-1.31%"
"07/02/2020","31,732.1","31,553.5","31,851.2","31,434.4","1.93M","-0.56%"
"06/02/2020","31,910.7","31,255.8","31,910.7","30,839.1","2.71M","3.08%"
"05/02/2020","30,958.2","31,136.8","31,434.4","30,958.2","2.62M","0.39%"
"04/02/2020","30,839.1","31,196.3","31,196.3","30,362.8","2.62M","0.58%"
"03/02/2020","30,660.5","29,529.3","31,255.8","29,172.1","5.72M","-0.96%"
"31/01/2020","30,958.2","32,148.9","32,684.7","30,958.2","6.54M","-4.94%"
"30/01/2020","32,565.6","32,922.8","33,220.5","32,089.3","4.19M","-3.19%"
"22/01/2020","33,637.2","32,744.2","33,637.2","32,565.6","5.02M","1.80%"
"21/01/2020","33,041.9","34,411.2","34,530.3","33,041.9","6.91M","-3.31%"
"20/01/2020","34,173.1","34,232.6","34,530.3","34,054.0","1.95M","-0.35%"
"17/01/2020","34,292.1","34,530.3","34,589.8","33,934.9","2.20M","-0.69%"
"16/01/2020","34,530.3","33,934.9","34,649.3","33,934.9","3.08M","1.75%"
"15/01/2020","33,934.9","33,934.9","33,994.4","33,815.8","1.49M","0.00%"
"14/01/2020","33,934.9","33,994.4","34,173.1","33,934.9","1.15M","-0.18%"
"13/01/2020","33,994.4","34,173.1","34,292.1","33,934.9","1.25M","-0.70%"
"10/01/2020","34,232.6","34,232.6","34,411.2","33,994.4","1.62M","-0.17%"
"09/01/2020","34,292.1","34,113.5","34,351.7","33,994.4","1.53M","1.41%"
"08/01/2020","33,815.8","34,232.6","34,351.7","33,815.8","2.88M","-2.24%"
"07/01/2020","34,589.8","34,113.5","34,589.8","33,934.9","1.33M","1.93%"
"06/01/2020","33,934.9","33,994.4","34,292.1","33,815.8","1.73M","-1.04%"
"03/01/2020","34,292.1","35,066.1","35,185.1","34,173.1","3.25M","-1.71%"
"02/01/2020","34,887.5","34,708.9","35,125.6","34,530.3","1.42M","0.51%"
